chart_date,current_position,title,artist_name,last_week_position,weeks_on_chart,debut_position,debut_date,awards_vector
1958-11-24,46,Bird Dog,The Everly Brothers,34,17,92,08/04/58,
1958-11-24,47,Near You,Roger Williams,32,15,67,08/18/58,
1958-11-24,48,Ten Commandments Of Love,Harvey & The Moonglows,64,11,59,09/15/58,
1958-11-24,49,Whole Lotta Loving,Fats Domino,81,2,81,11/17/58,
1958-11-24,50,Smoke Gets In Your Eyes,The Platters,86,2,86,11/17/58,
1958-11-24,51,Mr. Success,Frank Sinatra,44,5,89,10/27/58,
1958-11-24,52,What Do I Care,Johnny Cash,53,6,90,10/20/58,
1958-11-24,53,A Part Of Me,Jimmy Clanton,60,4,98,11/03/58,
1958-11-24,54,Topsy I,Cozy Cole,38,11,92,09/15/58,
1958-11-24,55,Philadelphia U.S.A.,The Nu Tornados,79,2,79,11/17/58,
1958-11-24,56,With Your Love,Jack Scott,46,9,89,09/29/58,
1958-11-24,57,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,66,3,79,11/10/58,
1958-11-24,58,All Over Again,Johnny Cash,49,8,88,10/06/58,
1958-11-24,59,For My Good Fortune,Pat Boone,61,10,54,09/22/58,
1958-11-24,60,Cimarron (Roll On),Billy Vaughn And His Orchestra,65,6,96,10/20/58,
1958-11-24,61,Treasure Of Your Love,Eileen Rodgers,70,14,100,08/25/58,
1958-11-24,62,No One Knows,Dion & The Belmonts,45,14,95,08/25/58,
1958-11-24,63,The Secret,Gordon MacRae,69,11,70,09/15/58,
1958-11-24,64,Light Of Love,Peggy Lee,63,4,77,11/03/58,
1958-11-24,65,Pledging My Love,Roy Hamilton,71,2,71,11/17/58,
1958-11-24,66,You Cheated,The Shields,48,14,94,08/25/58,
1958-11-24,67,Look Who's Blue,Don Gibson,58,9,66,09/29/58,
1958-11-24,68,Sweet Little Rock And Roller,Chuck Berry,67,3,80,11/10/58,
1958-11-24,69,Mandolins In The Moonlight,Perry Como,47,5,94,10/27/58,
1958-11-24,70,Jealous Heart,Tab Hunter,68,6,98,10/20/58,
1958-11-24,71,Firefly,Tony Bennett,43,12,88,09/08/58,
1958-11-24,72,Need Your Love,Bobby Freeman,NEW,1,72,11/24/58,
1958-11-24,73,Give Myself A Party,Don Gibson,77,9,79,09/29/58,
1958-11-24,74,Love You Most Of All,Sam Cooke,74,2,74,11/17/58,
1958-11-24,75,Guaglione,Perez Prado And His Orchestra,59,7,85,10/13/58,
1958-11-24,76,Sing Sing Sing,Bernie Lowe Orchestra,NEW,1,76,11/24/58,
1958-11-24,77,How The Time Flies,Jerry Wallace,83,15,52,08/18/58,
1958-11-24,78,Little Star,The Elegants,82,17,18,08/04/58,
1958-11-24,79,This Little Girl's Gone Rockin',Ruth Brown,84,10,74,09/22/58,
1958-11-24,80,White Bucks And Saddle Shoes,"Bobby Pedrick, Jr.",90,3,100,11/10/58,
1958-11-24,81,Intermission Riff,Bernie Lowe Orchestra,NEW,1,81,11/24/58,
1958-11-24,82,Win Your Love For Me,Sam Cooke,80,17,74,08/04/58,
1958-11-24,83,Joe Joe Gunne,Chuck Berry,89,2,89,11/17/58,
1958-11-24,84,No One But You (In My Heart),The Ames Brothers,55,9,59,09/29/58,
1958-11-24,85,Love Of My Life,The Everly Brothers,NEW,1,85,11/24/58,
1958-11-24,86,Gotta Travel On,Billy Grammer,NEW,1,86,11/24/58,
1958-11-24,87,Almost In Your Arms,Johnny Nash,78,3,99,11/10/58,
1958-11-24,88,Lonely Teardrops,Jackie Wilson,NEW,1,88,11/24/58,
1958-11-24,89,It Don't Hurt No More,Nappy Brown,RE,2,95,11/10/58,
1958-11-24,90,The Ballad Of Thunder Road,Robert Mitchum,95,11,95,09/08/58,
1958-11-24,91,16 Candles,The Crests,NEW,1,91,11/24/58,
1958-11-24,92,The World Outside,The Four Aces,NEW,1,92,11/24/58,
1958-11-24,93,Donna,Ritchie Valens,NEW,1,93,11/24/58,
1958-11-24,94,C'mon Everybody,Eddie Cochran,NEW,1,94,11/24/58,
1958-11-24,95,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,72,9,96,09/29/58,
1958-11-24,96,Everyone Was There,Bob Kayli,96,2,96,11/17/58,
1958-11-24,97,Crazy Country Hop,Johnny Otis,87,3,93,11/10/58,
1958-11-24,98,Go Chase A Moonbeam,Jerry Vale,76,7,89,10/13/58,
1958-11-24,99,The Wedding,June Valli,NEW,1,99,11/24/58,
1958-11-24,100,Sweetheart,Peggy Lee,NEW,1,100,11/24/58,
1958-12-01,1,"To Know Him, Is To Love Him",The Teddy Bears,3,11,88,09/22/58,
1958-12-01,2,Tom Dooley,The Kingston Trio,2,10,83,09/29/58,
1958-12-01,3,It's Only Make Believe,Conway Twitty,1,12,65,09/15/58,
1958-12-01,4,Beep Beep,The Playmates,6,5,54,11/03/58,
1958-12-01,5,One Night,Elvis Presley,7,4,30,11/10/58,
1958-12-01,6,Topsy II,Cozy Cole,4,15,82,08/25/58,
1958-12-01,7,Lonesome Town,Ricky Nelson,9,7,86,10/20/58,
1958-12-01,8,Problems,The Everly Brothers,17,4,51,11/10/58,
1958-12-01,9,I Got Stung,Elvis Presley,8,5,65,11/03/58,
1958-12-01,10,It's All In The Game,Tommy Edwards,5,16,96,08/18/58,
1958-12-01,11,Queen Of The Hop,Bobby Darin,10,9,95,10/06/58,
1958-12-01,12,I Got A Feeling,Ricky Nelson,11,8,70,10/13/58,
1958-12-01,13,The End,Earl Grant,12,12,87,09/15/58,
1958-12-01,14,A Lover's Question,Clyde McPhatter,19,8,90,10/06/58,
1958-12-01,15,I'll Wait For You,Frankie Avalon,27,7,100,10/13/58,
1958-12-01,16,Chantilly Lace,Big Bopper,13,18,31,08/04/58,
1958-12-01,17,Poor Boy,The Royaltones,28,7,51,10/20/58,
1958-12-01,18,Love Is All We Need,Tommy Edwards,23,6,88,10/27/58,
1958-12-01,19,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,15,5,88,11/03/58,
1958-12-01,20,Forget Me Not,Kalin Twins,16,10,100,09/29/58,
1958-12-01,21,The World Outside,The Four Coins,31,4,81,11/10/58,
1958-12-01,22,Smoke Gets In Your Eyes,The Platters,50,3,86,11/17/58,
1958-12-01,23,Bimbombey,Jimmie Rodgers,44,4,67,11/10/58,
1958-12-01,24,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,14,14,74,09/01/58,
1958-12-01,25,Hideaway,The Four Esquires,32,11,81,09/22/58,
1958-12-01,26,Whole Lotta Loving,Fats Domino,49,3,81,11/17/58,
1958-12-01,27,The Day The Rains Came,Jane Morgan,21,11,60,09/22/58,
1958-12-01,28,Need You,Donnie Owens,30,9,92,10/06/58,
1958-12-01,29,Call Me,Johnny Mathis,24,10,74,09/29/58,
1958-12-01,30,Walking Along,The Diamonds,29,6,82,10/27/58,
1958-12-01,31,A Letter To An Angel,Jimmy Clanton,25,7,76,10/20/58,
1958-12-01,32,Mexican Hat Rock,The Applejacks,20,12,76,09/15/58,
1958-12-01,33,Pussy Cat,The Ames Brothers,22,10,60,09/29/58,
1958-12-01,34,I'll Remember Tonight,Pat Boone,35,6,72,10/27/58,
1958-12-01,35,That Old Black Magic,Louis Prima And Keely Smith,36,5,100,11/03/58,
1958-12-01,36,Rock-in Robin,Bobby Day,18,18,35,08/04/58,
1958-12-01,37,There Goes My Heart,Joni James,26,12,61,09/15/58,
1958-12-01,38,A Part Of Me,Jimmy Clanton,53,5,98,11/03/58,
1958-12-01,39,The Mocking Bird,The Four Lads,34,5,86,11/03/58,
1958-12-01,40,The Day The Rains Came,Raymond Lefevre and His Orchestra,37,6,67,10/27/58,
1958-12-01,41,Mr. Success,Frank Sinatra,51,6,89,10/27/58,
1958-12-01,42,Lonely Teardrops,Jackie Wilson,88,2,88,11/24/58,
1958-12-01,43,Gotta Travel On,Billy Grammer,86,2,86,11/24/58,
1958-12-01,44,Tunnel Of Love,Doris Day,43,6,97,10/27/58,
1958-12-01,45,Non Dimenticar (Don't Forget),Nat King Cole,45,8,97,10/13/58,
1958-12-01,46,Topsy I,Cozy Cole,54,12,92,09/15/58,
1958-12-01,47,Sweet Little Rock And Roller,Chuck Berry,68,4,80,11/10/58,
1958-12-01,48,Love Of My Life,The Everly Brothers,85,2,85,11/24/58,
1958-12-01,49,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,57,4,79,11/10/58,
1958-12-01,50,Tears On My Pillow,Little Anthony And The Imperials,33,17,73,08/11/58,
1958-12-01,51,Philadelphia U.S.A.,The Nu Tornados,55,3,79,11/17/58,
1958-12-01,52,Pledging My Love,Roy Hamilton,65,3,71,11/17/58,
1958-12-01,53,Cimarron (Roll On),Billy Vaughn And His Orchestra,60,7,96,10/20/58,
1958-12-01,54,Ten Commandments Of Love,Harvey & The Moonglows,48,12,59,09/15/58,
1958-12-01,55,Love Makes The World Go 'round,Perry Como,40,8,87,10/13/58,
1958-12-01,56,Fallin',Connie Francis,41,8,86,10/13/58,
1958-12-01,57,Sing Sing Sing,Bernie Lowe Orchestra,76,2,76,11/24/58,
1958-12-01,58,Need Your Love,Bobby Freeman,72,2,72,11/24/58,
1958-12-01,59,Love You Most Of All,Sam Cooke,74,3,74,11/17/58,
1958-12-01,60,What Do I Care,Johnny Cash,52,7,90,10/20/58,
1958-12-01,61,Intermission Riff,Bernie Lowe Orchestra,81,2,81,11/24/58,
1958-12-01,62,The Chipmunk Song,The Chipmunks With David Seville,NEW,1,62,12/01/58,
1958-12-01,63,The Blob,The Five Blobs,39,9,97,10/06/58,
1958-12-01,64,Jealous Heart,Tab Hunter,70,7,98,10/20/58,
1958-12-01,65,No One Knows,Dion & The Belmonts,62,15,95,08/25/58,
1958-12-01,66,Turvy II,Cozy Cole,NEW,1,66,12/01/58,
1958-12-01,67,Mandolins In The Moonlight,Perry Como,69,6,94,10/27/58,
1958-12-01,68,For My Good Fortune,Pat Boone,59,11,54,09/22/58,
1958-12-01,69,The Secret,Gordon MacRae,63,12,70,09/15/58,
1958-12-01,70,Nobody But You,Dee Clark,NEW,1,70,12/01/58,
1958-12-01,71,Near You,Roger Williams,47,16,67,08/18/58,
1958-12-01,72,Susie Darlin',Robin Luke,38,17,42,08/11/58,
1958-12-01,73,Guaglione,Perez Prado And His Orchestra,75,8,85,10/13/58,
1958-12-01,74,White Bucks And Saddle Shoes,"Bobby Pedrick, Jr.",80,4,100,11/10/58,
1958-12-01,75,Donna,Ritchie Valens,93,2,93,11/24/58,
1958-12-01,76,Firefly,Tony Bennett,71,13,88,09/08/58,
1958-12-01,77,All Over Again,Johnny Cash,58,9,88,10/06/58,
1958-12-01,78,Bird Dog,The Everly Brothers,46,18,92,08/04/58,
1958-12-01,79,Look Who's Blue,Don Gibson,67,10,66,09/29/58,
1958-12-01,80,Light Of Love,Peggy Lee,64,5,77,11/03/58,
1958-12-01,81,16 Candles,The Crests,91,2,91,11/24/58,
1958-12-01,82,C'mon Everybody,Eddie Cochran,94,2,94,11/24/58,
1958-12-01,83,The World Outside,The Four Aces,92,2,92,11/24/58,
1958-12-01,84,The Wedding,June Valli,99,2,99,11/24/58,
1958-12-01,85,"Come On, Let's Go",Ritchie Valens,42,11,77,09/22/58,
1958-12-01,86,How The Time Flies,Jerry Wallace,77,16,52,08/18/58,
1958-12-01,87,The Teen Commandments,Paul Anka -Geo. Hamilton IV-Johnny Nash,NEW,1,87,12/01/58,
1958-12-01,88,"A House, A Car And A Wedding Ring",Dale Hawkins,RE,3,97,11/10/58,
1958-12-01,89,With Your Love,Jack Scott,56,10,89,09/29/58,
1958-12-01,90,Little Red Riding Hood,Big Bopper,NEW,1,90,12/01/58,
1958-12-01,91,Treasure Of Your Love,Eileen Rodgers,61,15,100,08/25/58,
1958-12-01,92,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,NEW,1,92,12/01/58,
1958-12-01,93,"A House, A Car And A Wedding Ring",Mike Preston,NEW,1,93,12/01/58,
1958-12-01,94,You Cheated,The Shields,66,15,94,08/25/58,
1958-12-01,95,Give Myself A Party,Don Gibson,73,10,79,09/29/58,
1958-12-01,96,Almost In Your Arms,Johnny Nash,87,4,99,11/10/58,
1958-12-01,97,Cinderella,The Four Preps,RE,2,91,11/17/58,
1958-12-01,98,Sweetheart,Peggy Lee,100,2,100,11/24/58,
1958-12-01,99,Seven Minutes In Heaven,Poni-Tails,NEW,1,99,12/01/58,
1958-12-01,100,Joe Joe Gunne,Chuck Berry,83,3,89,11/17/58,
1958-12-08,1,"To Know Him, Is To Love Him",The Teddy Bears,1,12,88,09/22/58,
1958-12-08,2,Tom Dooley,The Kingston Trio,2,11,83,09/29/58,
1958-12-08,3,It's Only Make Believe,Conway Twitty,3,13,65,09/15/58,
1958-12-08,4,Beep Beep,The Playmates,4,6,54,11/03/58,
1958-12-08,5,One Night,Elvis Presley,5,5,30,11/10/58,
1958-12-08,6,Problems,The Everly Brothers,8,5,51,11/10/58,
1958-12-08,7,Lonesome Town,Ricky Nelson,7,8,86,10/20/58,
1958-12-08,8,Topsy II,Cozy Cole,6,16,82,08/25/58,
1958-12-08,9,I Got Stung,Elvis Presley,9,6,65,11/03/58,
1958-12-08,10,Queen Of The Hop,Bobby Darin,11,10,95,10/06/58,
1958-12-08,11,Smoke Gets In Your Eyes,The Platters,22,4,86,11/17/58,
1958-12-08,12,It's All In The Game,Tommy Edwards,10,17,96,08/18/58,
1958-12-08,13,I Got A Feeling,Ricky Nelson,12,9,70,10/13/58,
1958-12-08,14,A Lover's Question,Clyde McPhatter,14,9,90,10/06/58,
1958-12-08,15,Chantilly Lace,Big Bopper,16,19,31,08/04/58,
1958-12-08,16,Whole Lotta Loving,Fats Domino,26,4,81,11/17/58,
1958-12-08,17,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,19,6,88,11/03/58,
1958-12-08,18,Bimbombey,Jimmie Rodgers,23,5,67,11/10/58,
1958-12-08,19,Love Is All We Need,Tommy Edwards,18,7,88,10/27/58,
1958-12-08,20,The End,Earl Grant,13,13,87,09/15/58,
1958-12-08,21,I'll Wait For You,Frankie Avalon,15,8,100,10/13/58,
1958-12-08,22,That Old Black Magic,Louis Prima And Keely Smith,35,6,100,11/03/58,
1958-12-08,23,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,24,15,74,09/01/58,
1958-12-08,24,Poor Boy,The Royaltones,17,8,51,10/20/58,
1958-12-08,25,Need You,Donnie Owens,28,10,92,10/06/58,
1958-12-08,26,The World Outside,The Four Coins,21,5,81,11/10/58,
1958-12-08,27,Forget Me Not,Kalin Twins,20,11,100,09/29/58,
1958-12-08,28,The Day The Rains Came,Jane Morgan,27,12,60,09/22/58,
1958-12-08,29,A Letter To An Angel,Jimmy Clanton,31,8,76,10/20/58,
1958-12-08,30,Gotta Travel On,Billy Grammer,43,3,86,11/24/58,
1958-12-08,31,Hideaway,The Four Esquires,25,12,81,09/22/58,
1958-12-08,32,The Mocking Bird,The Four Lads,39,6,86,11/03/58,
1958-12-08,33,Lonely Teardrops,Jackie Wilson,42,3,88,11/24/58,
1958-12-08,34,Walking Along,The Diamonds,30,7,82,10/27/58,
1958-12-08,35,Call Me,Johnny Mathis,29,11,74,09/29/58,
1958-12-08,36,There Goes My Heart,Joni James,37,13,61,09/15/58,
1958-12-08,37,The Chipmunk Song,The Chipmunks With David Seville,62,2,62,12/01/58,
1958-12-08,38,Rock-in Robin,Bobby Day,36,19,35,08/04/58,
1958-12-08,39,A Part Of Me,Jimmy Clanton,38,6,98,11/03/58,
1958-12-08,40,I'll Remember Tonight,Pat Boone,34,7,72,10/27/58,
1958-12-08,41,Pussy Cat,The Ames Brothers,33,11,60,09/29/58,
1958-12-08,42,The Teen Commandments,Paul Anka -Geo. Hamilton IV-Johnny Nash,87,2,87,12/01/58,
1958-12-08,43,Mexican Hat Rock,The Applejacks,32,13,76,09/15/58,
1958-12-08,44,Cimarron (Roll On),Billy Vaughn And His Orchestra,53,8,96,10/20/58,
1958-12-08,45,Philadelphia U.S.A.,The Nu Tornados,51,4,79,11/17/58,
1958-12-08,46,Topsy I,Cozy Cole,46,13,92,09/15/58,
1958-12-08,47,Mr. Success,Frank Sinatra,41,7,89,10/27/58,
1958-12-08,48,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,49,5,79,11/10/58,
1958-12-08,49,Non Dimenticar (Don't Forget),Nat King Cole,45,9,97,10/13/58,
1958-12-08,50,Pledging My Love,Roy Hamilton,52,4,71,11/17/58,
1958-12-08,51,Love Makes The World Go 'round,Perry Como,55,9,87,10/13/58,
1958-12-08,52,Sing Sing Sing,Bernie Lowe Orchestra,57,3,76,11/24/58,
1958-12-08,53,Tunnel Of Love,Doris Day,44,7,97,10/27/58,
1958-12-08,54,Need Your Love,Bobby Freeman,58,3,72,11/24/58,
1958-12-08,55,Donna,Ritchie Valens,75,3,93,11/24/58,
1958-12-08,56,Ten Commandments Of Love,Harvey & The Moonglows,54,13,59,09/15/58,
1958-12-08,57,My Happiness,Connie Francis,NEW,1,57,12/08/58,
1958-12-08,58,Turvy II,Cozy Cole,66,2,66,12/01/58,
1958-12-08,59,Sweet Little Rock And Roller,Chuck Berry,47,5,80,11/10/58,
1958-12-08,60,Fallin',Connie Francis,56,9,86,10/13/58,
1958-12-08,61,Peek-A-Boo,The Cadillacs,NEW,1,61,12/08/58,
1958-12-08,62,Mandolins In The Moonlight,Perry Como,67,7,94,10/27/58,
1958-12-08,63,Nobody But You,Dee Clark,70,2,70,12/01/58,
1958-12-08,64,Big Bopper's Wedding,Big Bopper,NEW,1,64,12/08/58,
1958-12-08,65,Love You Most Of All,Sam Cooke,59,4,74,11/17/58,
1958-12-08,66,Intermission Riff,Bernie Lowe Orchestra,61,3,81,11/24/58,
1958-12-08,67,Jealous Heart,Tab Hunter,64,8,98,10/20/58,
1958-12-08,68,16 Candles,The Crests,81,3,91,11/24/58,
1958-12-08,69,Manhattan Spiritual,Reg Owen & His Orchestra,NEW,1,69,12/08/58,
1958-12-08,70,The Blob,The Five Blobs,63,10,97,10/06/58,
1958-12-08,71,The Wedding,June Valli,84,3,99,11/24/58,
1958-12-08,72,Little Red Riding Hood,Big Bopper,90,2,90,12/01/58,
1958-12-08,73,Love Of My Life,The Everly Brothers,48,3,85,11/24/58,
1958-12-08,74,Tears On My Pillow,Little Anthony And The Imperials,50,18,73,08/11/58,
1958-12-08,75,The Day The Rains Came,Raymond Lefevre and His Orchestra,40,7,67,10/27/58,
1958-12-08,76,All Over Again,Johnny Cash,77,10,88,10/06/58,
1958-12-08,77,C'mon Everybody,Eddie Cochran,82,3,94,11/24/58,
1958-12-08,78,What Do I Care,Johnny Cash,60,8,90,10/20/58,
1958-12-08,79,The World Outside,The Four Aces,83,3,92,11/24/58,
1958-12-08,80,Come Prima,Tony Dallara,NEW,1,80,12/08/58,
1958-12-08,81,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,92,2,92,12/01/58,
1958-12-08,82,The Secret,Gordon MacRae,69,13,70,09/15/58,
1958-12-08,83,The Diary,Neil Sedaka,NEW,1,83,12/08/58,
1958-12-08,84,No One Knows,Dion & The Belmonts,65,16,95,08/25/58,
1958-12-08,85,Near You,Roger Williams,71,17,67,08/18/58,
1958-12-08,86,The World Outside,Roger Williams,NEW,1,86,12/08/58,
1958-12-08,87,Cinderella,The Four Preps,97,3,91,11/17/58,
1958-12-08,88,Light Of Love,Peggy Lee,80,6,77,11/03/58,
1958-12-08,89,"A House, A Car And A Wedding Ring",Dale Hawkins,88,4,97,11/10/58,
1958-12-08,90,Diamond Ring,Jerry Wallace,NEW,1,90,12/08/58,
1958-12-08,91,The Fool And The Angel,Bobby Helms,NEW,1,91,12/08/58,
1958-12-08,92,"Come On, Let's Go",Ritchie Valens,85,12,77,09/22/58,
1958-12-08,93,I Cried A Tear,LaVern Baker,NEW,1,93,12/08/58,
1958-12-08,94,Stagger Lee,Lloyd Price,NEW,1,94,12/08/58,
1958-12-08,95,Billy Bayou,Jim Reeves,NEW,1,95,12/08/58,
1958-12-08,96,Crazy Country Hop,Johnny Otis,RE,4,93,11/10/58,
1958-12-08,97,You Cheated,The Shields,94,16,94,08/25/58,
1958-12-08,98,(I Wanna) Dance With The Teacher,The Olympics,NEW,1,98,12/08/58,
1958-12-08,99,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns",NEW,1,99,12/08/58,
1958-12-08,100,Guaglione,Perez Prado And His Orchestra,73,9,85,10/13/58,
1958-12-15,1,"To Know Him, Is To Love Him",The Teddy Bears,1,13,88,09/22/58,
1958-12-15,2,Problems,The Everly Brothers,6,6,51,11/10/58,
1958-12-15,3,Tom Dooley,The Kingston Trio,2,12,83,09/29/58,
1958-12-15,4,One Night,Elvis Presley,5,6,30,11/10/58,
1958-12-15,5,Beep Beep,The Playmates,4,7,54,11/03/58,
1958-12-15,6,Smoke Gets In Your Eyes,The Platters,11,5,86,11/17/58,
1958-12-15,7,Lonesome Town,Ricky Nelson,7,9,86,10/20/58,
1958-12-15,8,It's Only Make Believe,Conway Twitty,3,14,65,09/15/58,
1958-12-15,9,I Got Stung,Elvis Presley,9,7,65,11/03/58,
1958-12-15,10,The Chipmunk Song,The Chipmunks With David Seville,37,3,62,12/01/58,
1958-12-15,11,Bimbombey,Jimmie Rodgers,18,6,67,11/10/58,
1958-12-15,12,Topsy II,Cozy Cole,8,17,82,08/25/58,
1958-12-15,13,A Lover's Question,Clyde McPhatter,14,10,90,10/06/58,
1958-12-15,14,Queen Of The Hop,Bobby Darin,10,11,95,10/06/58,
1958-12-15,15,Whole Lotta Loving,Fats Domino,16,5,81,11/17/58,
1958-12-15,16,Love Is All We Need,Tommy Edwards,19,8,88,10/27/58,
1958-12-15,17,I Got A Feeling,Ricky Nelson,13,10,70,10/13/58,
1958-12-15,18,That Old Black Magic,Louis Prima And Keely Smith,22,7,100,11/03/58,
1958-12-15,19,Cannonball,Duane Eddy His Twangy Guitar And The Rebels,17,7,88,11/03/58,
1958-12-15,20,Gotta Travel On,Billy Grammer,30,4,86,11/24/58,
1958-12-15,21,The End,Earl Grant,20,14,87,09/15/58,
1958-12-15,22,Poor Boy,The Royaltones,24,9,51,10/20/58,
1958-12-15,23,I'll Wait For You,Frankie Avalon,21,9,100,10/13/58,
1958-12-15,24,Lonely Teardrops,Jackie Wilson,33,4,88,11/24/58,
1958-12-15,25,It's All In The Game,Tommy Edwards,12,18,96,08/18/58,
1958-12-15,26,Chantilly Lace,Big Bopper,15,20,31,08/04/58,
1958-12-15,27,Need You,Donnie Owens,25,11,92,10/06/58,
1958-12-15,28,A Letter To An Angel,Jimmy Clanton,29,9,76,10/20/58,
1958-12-15,29,The Day The Rains Came,Jane Morgan,28,13,60,09/22/58,
1958-12-15,30,The World Outside,The Four Coins,26,6,81,11/10/58,
1958-12-15,31,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,23,16,74,09/01/58,
1958-12-15,32,Walking Along,The Diamonds,34,8,82,10/27/58,
1958-12-15,33,Donna,Ritchie Valens,55,4,93,11/24/58,
1958-12-15,34,The Teen Commandments,Paul Anka -Geo. Hamilton IV-Johnny Nash,42,3,87,12/01/58,
1958-12-15,35,Forget Me Not,Kalin Twins,27,12,100,09/29/58,
1958-12-15,36,Love You Most Of All,Sam Cooke,65,5,74,11/17/58,
1958-12-15,37,Philadelphia U.S.A.,The Nu Tornados,45,5,79,11/17/58,
1958-12-15,38,My Happiness,Connie Francis,57,2,57,12/08/58,
1958-12-15,39,Pussy Cat,The Ames Brothers,41,12,60,09/29/58,
1958-12-15,40,Love Of My Life,The Everly Brothers,73,4,85,11/24/58,
1958-12-15,41,Turvy II,Cozy Cole,58,3,66,12/01/58,
1958-12-15,42,Peek-A-Boo,The Cadillacs,61,2,61,12/08/58,
1958-12-15,43,Call Me,Johnny Mathis,35,12,74,09/29/58,
1958-12-15,44,Big Bopper's Wedding,Big Bopper,64,2,64,12/08/58,
1958-12-15,45,The Mocking Bird,The Four Lads,32,7,86,11/03/58,
1958-12-15,46,Sing Sing Sing,Bernie Lowe Orchestra,52,4,76,11/24/58,
1958-12-15,47,Mr. Success,Frank Sinatra,47,8,89,10/27/58,
1958-12-15,48,16 Candles,The Crests,68,4,91,11/24/58,
1958-12-15,49,Cimarron (Roll On),Billy Vaughn And His Orchestra,44,9,96,10/20/58,
1958-12-15,50,Hideaway,The Four Esquires,31,13,81,09/22/58,
1958-12-15,51,The Diary,Neil Sedaka,83,2,83,12/08/58,
1958-12-15,52,The Wedding,June Valli,71,4,99,11/24/58,
1958-12-15,53,Pledging My Love,Roy Hamilton,50,5,71,11/17/58,
1958-12-15,54,I'll Remember Tonight,Pat Boone,40,8,72,10/27/58,
1958-12-15,55,Manhattan Spiritual,Reg Owen & His Orchestra,69,2,69,12/08/58,
1958-12-15,56,Sweet Little Rock And Roller,Chuck Berry,59,6,80,11/10/58,
1958-12-15,57,There Goes My Heart,Joni James,36,14,61,09/15/58,
1958-12-15,58,Mandolins In The Moonlight,Perry Como,62,8,94,10/27/58,
1958-12-15,59,Nobody But You,Dee Clark,63,3,70,12/01/58,
1958-12-15,60,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,48,6,79,11/10/58,
1958-12-15,61,Need Your Love,Bobby Freeman,54,4,72,11/24/58,
1958-12-15,62,Jealous Heart,Tab Hunter,67,9,98,10/20/58,
1958-12-15,63,The World Outside,The Four Aces,79,4,92,11/24/58,
1958-12-15,64,A Part Of Me,Jimmy Clanton,39,7,98,11/03/58,
1958-12-15,65,C'mon Everybody,Eddie Cochran,77,4,94,11/24/58,
1958-12-15,66,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,NEW,1,66,12/15/58,
1958-12-15,67,Mexican Hat Rock,The Applejacks,43,14,76,09/15/58,
1958-12-15,68,Non Dimenticar (Don't Forget),Nat King Cole,49,10,97,10/13/58,
1958-12-15,69,Rock-in Robin,Bobby Day,38,20,35,08/04/58,
1958-12-15,70,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,81,3,92,12/01/58,
1958-12-15,71,The World Outside,Roger Williams,86,2,86,12/08/58,
1958-12-15,72,Come Prima,Tony Dallara,80,2,80,12/08/58,
1958-12-15,73,Ten Commandments Of Love,Harvey & The Moonglows,56,14,59,09/15/58,
1958-12-15,74,The Day The Rains Came,Raymond Lefevre and His Orchestra,75,8,67,10/27/58,
1958-12-15,75,I Cried A Tear,LaVern Baker,93,2,93,12/08/58,
1958-12-15,76,Cinderella,The Four Preps,87,4,91,11/17/58,
1958-12-15,77,Stagger Lee,Lloyd Price,94,2,94,12/08/58,
1958-12-15,78,It's Just About Time,Johnny Cash And The Tennessee Two,NEW,1,78,12/15/58,
1958-12-15,79,Tunnel Of Love,Doris Day,53,8,97,10/27/58,
1958-12-15,80,Try Me,James Brown And The Famous Flames,NEW,1,80,12/15/58,
1958-12-15,81,Goodbye Baby,Jack Scott,NEW,1,81,12/15/58,
1958-12-15,82,All Over Again,Johnny Cash,76,11,88,10/06/58,
1958-12-15,83,Run Rudolph Run,Chuck Berry,NEW,1,83,12/15/58,
1958-12-15,84,Intermission Riff,Bernie Lowe Orchestra,66,4,81,11/24/58,
1958-12-15,85,I Just Thought You'd Like To Know,Johnny Cash And The Tennessee Two,NEW,1,85,12/15/58,
1958-12-15,86,Tears On My Pillow,Little Anthony And The Imperials,74,19,73,08/11/58,
1958-12-15,87,Love Makes The World Go 'round,Perry Como,51,10,87,10/13/58,
1958-12-15,88,Diamond Ring,Jerry Wallace,90,2,90,12/08/58,
1958-12-15,89,Joe Joe Gunne,Chuck Berry,RE,4,89,11/17/58,
1958-12-15,90,Merry Christmas Baby,Chuck Berry,NEW,1,90,12/15/58,
