chart_date,current_position,title,artist_name,last_week_position,weeks_on_chart,debut_position,debut_date,awards_vector
1958-08-25,38,She Was Only Seventeen (He Was One Year More),Marty Robbins,51,4,94,08/04/58,
1958-08-25,39,La Paloma,Billy Vaughn And His Orchestra,47,3,92,08/11/58,
1958-08-25,40,It's All In The Game,Tommy Edwards,96,2,96,08/18/58,
1958-08-25,41,Over And Over,Bobby Day,57,4,60,08/04/58,
1958-08-25,42,Itchy Twitchy Feeling,Bobby Hendricks,41,4,61,08/04/58,
1958-08-25,43,Blue Blue Day,Don Gibson,35,4,32,08/04/58,
1958-08-25,44,Lazy Summer Night,The Four Preps,71,2,71,08/18/58,
1958-08-25,45,Win Your Love For Me,Sam Cooke,54,4,74,08/04/58,
1958-08-25,46,For Your Precious Love,Jerry Butler and The Impressions,33,4,15,08/04/58,
1958-08-25,47,Do You Want To Dance,Bobby Freeman,43,4,20,08/04/58,
1958-08-25,48,Enchanted Island,The Four Lads,36,4,29,08/04/58,
1958-08-25,49,How The Time Flies,Jerry Wallace,52,2,52,08/18/58,
1958-08-25,50,What Am I Living For,Chuck Willis,42,4,25,08/04/58,
1958-08-25,51,The Wizard,Jimmie Rodgers,64,3,85,08/11/58,
1958-08-25,52,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,58,4,50,08/04/58,
1958-08-25,53,Kathy-O,The Diamonds,56,4,45,08/04/58,
1958-08-25,54,Don't Ask Me Why,Elvis Presley With The Jordanaires,55,4,34,08/04/58,
1958-08-25,55,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,39,4,21,08/04/58,
1958-08-25,56,Come Closer To Me (Acercate Mas),Nat King Cole,48,4,53,08/04/58,
1958-08-25,57,Carol,Chuck Berry,NEW,1,57,08/25/58,
1958-08-25,58,The Freeze,Tony And Joe,50,4,33,08/04/58,
1958-08-25,59,Put A Ring On My Finger,Les Paul And Mary Ford,95,2,95,08/18/58,
1958-08-25,60,Angel Baby,Dean Martin,40,4,30,08/04/58,
1958-08-25,61,"Summertime, Summertime",The Jamies,74,2,74,08/18/58,
1958-08-25,62,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,NEW,1,62,08/25/58,
1958-08-25,63,Padre,Toni Arden,71,4,63,08/04/58,
1958-08-25,64,That's How Much I Love You,Pat Boone,45,4,39,08/04/58,
1958-08-25,65,When Will I Know,George Hamilton IV,NEW,1,65,08/25/58,
1958-08-25,66,Gotta Have Rain,Eydie Gorme,87,4,74,08/04/58,
1958-08-25,67,Cerveza,Boots Brown And His Blockbusters,83,3,88,08/11/58,
1958-08-25,68,Dance Everyone Dance,Betty Madigan,88,2,88,08/18/58,
1958-08-25,69,Chariot Rock,The Champs,78,3,95,08/11/58,
1958-08-25,70,Alone With You,Faron Young,68,3,51,08/11/58,
1958-08-25,71,Endless Sleep,Jody Reynolds,32,4,17,08/04/58,
1958-08-25,72,City Lights,Ray Price,NEW,1,72,08/25/58,
1958-08-25,73,Straighten Up & Fly Right,DeJohn Sisters,76,2,76,08/18/58,
1958-08-25,74,Count Every Star,The Rivieras,NEW,1,74,08/25/58,
1958-08-25,75,Blue Boy,Jim Reeves,65,4,89,08/04/58,
1958-08-25,76,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,61,3,73,08/04/58,
1958-08-25,77,Happy Years,The Diamonds,73,4,77,08/04/58,
1958-08-25,78,The Green Mosquito,The Tune Rockers,NEW,1,78,08/25/58,
1958-08-25,79,Midnight,Paul Anka,69,4,76,08/04/58,
1958-08-25,80,Strange Are The Ways Of Love,Gogi Grant,NEW,1,80,08/25/58,
1958-08-25,81,Prisoner's Song,Warren Storm,NEW,1,81,08/25/58,
1958-08-25,82,Topsy II,Cozy Cole,NEW,1,82,08/25/58,
1958-08-25,83,Leroy,Jack Scott,RE,3,56,08/04/58,
1958-08-25,84,Borrowed Dreams,Bobby Helms,60,2,60,08/18/58,
1958-08-25,85,Drip Drop,The Drifters,RE,2,58,08/11/58,
1958-08-25,86,Devotion,Janice Harper,89,2,89,08/18/58,
1958-08-25,87,Down The Aisle Of Love,The Quin-Tones,91,2,91,08/18/58,
1958-08-25,88,Near You,Roger Williams,67,2,67,08/18/58,
1958-08-25,89,My Life,Chuck Willis,90,2,90,08/18/58,
1958-08-25,90,Fire Of Love,Jody Reynolds,94,2,94,08/18/58,
1958-08-25,91,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,NEW,1,91,08/25/58,
1958-08-25,92,Just Like In The Movies,The Upbeats,75,3,88,08/04/58,
1958-08-25,93,The Purple People Eater,Sheb Wooley,81,4,24,08/04/58,
1958-08-25,94,You Cheated,The Shields,NEW,1,94,08/25/58,
1958-08-25,95,No One Knows,Dion & The Belmonts,NEW,1,95,08/25/58,
1958-08-25,96,Return To Me,Dean Martin,92,4,48,08/04/58,
1958-08-25,97,Little Brass Band,David Seville,NEW,1,97,08/25/58,
1958-08-25,98,You're A Sweetheart,Little Willie John,66,3,84,08/11/58,
1958-08-25,99,You Cheated,The Slades,49,4,42,08/04/58,
1958-08-25,100,Treasure Of Your Love,Eileen Rodgers,NEW,1,100,08/25/58,
1958-09-01,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,2,5,54,08/04/58,
1958-09-01,2,Little Star,The Elegants,1,5,18,08/04/58,
1958-09-01,3,Bird Dog,The Everly Brothers,3,5,92,08/04/58,
1958-09-01,4,Just A Dream,Jimmy Clanton And His Rockets,4,5,12,08/04/58,
1958-09-01,5,Poor Little Fool,Ricky Nelson,6,5,1,08/04/58,
1958-09-01,6,Patricia,Perez Prado And His Orchestra,7,5,2,08/04/58,
1958-09-01,7,My True Love,Jack Scott,5,5,8,08/04/58,
1958-09-01,8,When,Kalin Twins,10,5,5,08/04/58,
1958-09-01,9,Ginger Bread,Frankie Avalon,17,5,11,08/04/58,
1958-09-01,10,Are You Really Mine,Jimmie Rodgers,20,5,93,08/04/58,
1958-09-01,11,Born Too Late,Poni-Tails,8,5,26,08/04/58,
1958-09-01,12,Fever,Peggy Lee,8,5,10,08/04/58,
1958-09-01,13,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,11,5,6,08/04/58,
1958-09-01,14,Western Movies,The Olympics,13,5,23,08/04/58,
1958-09-01,15,Volare (Nel Blu Dipinto Di Blu),Dean Martin,19,5,68,08/04/58,
1958-09-01,16,Willie And The Hand Jive,The Johnny Otis Show,12,5,9,08/04/58,
1958-09-01,17,Rock-in Robin,Bobby Day,25,5,35,08/04/58,
1958-09-01,18,Splish Splash,Bobby Darin,16,5,3,08/04/58,
1958-09-01,19,Everybody Loves A Lover,Doris Day,14,5,19,08/04/58,
1958-09-01,20,Summertime Blues,Eddie Cochran,24,5,84,08/04/58,
1958-09-01,21,Devoted To You,The Everly Brothers,15,4,43,08/11/58,
1958-09-01,22,It's All In The Game,Tommy Edwards,40,3,96,08/18/58,
1958-09-01,23,If Dreams Came True,Pat Boone,18,5,14,08/04/58,
1958-09-01,24,Tears On My Pillow,Little Anthony And The Imperials,26,4,73,08/11/58,
1958-09-01,25,Stupid Cupid,Connie Francis,22,5,72,08/04/58,
1958-09-01,26,Hard Headed Woman,Elvis Presley With The Jordanaires,21,5,4,08/04/58,
1958-09-01,27,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,33,5,13,08/04/58,
1958-09-01,28,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,28,5,38,08/04/58,
1958-09-01,29,Susie Darlin',Robin Luke,23,4,42,08/11/58,
1958-09-01,30,Moon Talk,Perry Como,36,5,37,08/04/58,
1958-09-01,31,La Paloma,Billy Vaughn And His Orchestra,39,4,92,08/11/58,
1958-09-01,32,Itchy Twitchy Feeling,Bobby Hendricks,42,5,61,08/04/58,
1958-09-01,33,Early In The Morning,The Rinky-Dinks,29,5,52,08/04/58,
1958-09-01,34,A Certain Smile,Johnny Mathis,34,5,22,08/04/58,
1958-09-01,35,One Summer Night,The Danleers,27,5,16,08/04/58,
1958-09-01,36,Early In The Morning,Buddy Holly,32,5,41,08/04/58,
1958-09-01,37,Yakety Yak,The Coasters,35,5,7,08/04/58,
1958-09-01,38,Lazy Summer Night,The Four Preps,44,3,71,08/18/58,
1958-09-01,39,She Was Only Seventeen (He Was One Year More),Marty Robbins,38,5,94,08/04/58,
1958-09-01,40,Chantilly Lace,Big Bopper,30,5,31,08/04/58,
1958-09-01,41,Win Your Love For Me,Sam Cooke,45,5,74,08/04/58,
1958-09-01,42,Think It Over,The Crickets,31,5,27,08/04/58,
1958-09-01,43,Down The Aisle Of Love,The Quin-Tones,87,3,91,08/18/58,
1958-09-01,44,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,37,5,78,08/04/58,
1958-09-01,45,The Wizard,Jimmie Rodgers,51,4,85,08/11/58,
1958-09-01,46,Come Closer To Me (Acercate Mas),Nat King Cole,56,5,53,08/04/58,
1958-09-01,47,Over And Over,Bobby Day,41,5,60,08/04/58,
1958-09-01,48,For Your Precious Love,Jerry Butler and The Impressions,46,5,15,08/04/58,
1958-09-01,49,Put A Ring On My Finger,Les Paul And Mary Ford,59,3,95,08/18/58,
1958-09-01,50,How The Time Flies,Jerry Wallace,49,3,52,08/18/58,
1958-09-01,51,What Am I Living For,Chuck Willis,50,5,25,08/04/58,
1958-09-01,52,Blue Blue Day,Don Gibson,43,5,32,08/04/58,
1958-09-01,53,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,91,2,91,08/25/58,
1958-09-01,54,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,55,5,21,08/04/58,
1958-09-01,55,Near You,Roger Williams,88,3,67,08/18/58,
1958-09-01,56,Carol,Chuck Berry,57,2,57,08/25/58,
1958-09-01,57,"Summertime, Summertime",The Jamies,61,3,74,08/18/58,
1958-09-01,58,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,62,2,62,08/25/58,
1958-09-01,59,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,52,5,50,08/04/58,
1958-09-01,60,The Green Mosquito,The Tune Rockers,78,2,78,08/25/58,
1958-09-01,61,Kathy-O,The Diamonds,53,5,45,08/04/58,
1958-09-01,62,Dance Everyone Dance,Betty Madigan,68,3,88,08/18/58,
1958-09-01,63,Cerveza,Boots Brown And His Blockbusters,67,4,88,08/11/58,
1958-09-01,64,Gotta Have Rain,Eydie Gorme,66,5,74,08/04/58,
1958-09-01,65,My Life,Chuck Willis,89,3,90,08/18/58,
1958-09-01,66,Fire Of Love,Jody Reynolds,90,3,94,08/18/58,
1958-09-01,67,Chariot Rock,The Champs,69,4,95,08/11/58,
1958-09-01,68,When Will I Know,George Hamilton IV,65,2,65,08/25/58,
1958-09-01,69,You Cheated,The Shields,94,2,94,08/25/58,
1958-09-01,70,Don't Ask Me Why,Elvis Presley With The Jordanaires,54,5,34,08/04/58,
1958-09-01,71,Enchanted Island,The Four Lads,48,5,29,08/04/58,
1958-09-01,72,City Lights,Ray Price,72,2,72,08/25/58,
1958-09-01,73,Count Every Star,The Rivieras,74,2,74,08/25/58,
1958-09-01,74,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,NEW,1,74,09/01/58,
1958-09-01,75,Do You Want To Dance,Bobby Freeman,47,5,20,08/04/58,
1958-09-01,76,The Freeze,Tony And Joe,58,5,33,08/04/58,
1958-09-01,77,Where The Blue Of The Night,Tommy Mara,RE,2,98,08/18/58,
1958-09-01,78,Little Brass Band,David Seville,97,2,97,08/25/58,
1958-09-01,79,"Promise Me, Love",Andy Williams,NEW,1,79,09/01/58,
1958-09-01,80,"Volare (Nel Blu, Dipinto Di Blu)",The McGuire Sisters,NEW,1,80,09/01/58,
1958-09-01,81,Topsy II,Cozy Cole,82,2,82,08/25/58,
1958-09-01,82,Devotion,Janice Harper,86,3,89,08/18/58,
1958-09-01,83,Strange Are The Ways Of Love,Gogi Grant,80,2,80,08/25/58,
1958-09-01,84,No One Knows,Dion & The Belmonts,95,2,95,08/25/58,
1958-09-01,85,Please Don't Do It,Dale Wright And The Wright Guys With the Dons,NEW,1,85,09/01/58,
1958-09-01,86,Treasure Of Your Love,Eileen Rodgers,100,2,100,08/25/58,
1958-09-01,87,That's How Much I Love You,Pat Boone,64,5,39,08/04/58,
1958-09-01,88,Angel Baby,Dean Martin,60,5,30,08/04/58,
1958-09-01,89,Leroy,Jack Scott,83,4,56,08/04/58,
1958-09-01,90,Prisoner's Song,Warren Storm,81,2,81,08/25/58,
1958-09-01,91,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,76,4,73,08/04/58,
1958-09-01,92,Endless Sleep,Jody Reynolds,71,5,17,08/04/58,
1958-09-01,93,Over The Weekend,The Playboys,NEW,1,93,09/01/58,
1958-09-01,94,Blue Ribbon Baby,Tommy Sands And The Raiders,NEW,1,94,09/01/58,
1958-09-01,95,Old MacDonald,The Chargers,NEW,1,95,09/01/58,
1958-09-01,96,Week End,The Kingsmen,NEW,1,96,09/01/58,
1958-09-01,97,Up Until Now,Johnnie Ray,NEW,1,97,09/01/58,
1958-09-01,98,La-Do-Dada,Dale Hawkins,NEW,1,98,09/01/58,
1958-09-01,99,Pickle Up A Doodle,Teresa Brewer,NEW,1,99,09/01/58,
1958-09-01,100,Big Daddy,Jill Corey,NEW,1,100,09/01/58,
1958-09-08,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,6,54,08/04/58,
1958-09-08,2,Little Star,The Elegants,2,6,18,08/04/58,
1958-09-08,3,Bird Dog,The Everly Brothers,3,6,92,08/04/58,
1958-09-08,4,Just A Dream,Jimmy Clanton And His Rockets,4,6,12,08/04/58,
1958-09-08,5,Patricia,Perez Prado And His Orchestra,6,6,2,08/04/58,
1958-09-08,6,Poor Little Fool,Ricky Nelson,5,6,1,08/04/58,
1958-09-08,7,My True Love,Jack Scott,7,6,8,08/04/58,
1958-09-08,8,Rock-in Robin,Bobby Day,17,6,35,08/04/58,
1958-09-08,9,Ginger Bread,Frankie Avalon,9,6,11,08/04/58,
1958-09-08,10,Western Movies,The Olympics,14,6,23,08/04/58,
1958-09-08,11,It's All In The Game,Tommy Edwards,22,4,96,08/18/58,
1958-09-08,12,Fever,Peggy Lee,12,6,10,08/04/58,
1958-09-08,13,Tears On My Pillow,Little Anthony And The Imperials,24,5,73,08/11/58,
1958-09-08,14,Born Too Late,Poni-Tails,11,6,26,08/04/58,
1958-09-08,15,Volare (Nel Blu Dipinto Di Blu),Dean Martin,15,6,68,08/04/58,
1958-09-08,16,Are You Really Mine,Jimmie Rodgers,10,6,93,08/04/58,
1958-09-08,17,Willie And The Hand Jive,The Johnny Otis Show,16,6,9,08/04/58,
1958-09-08,18,Everybody Loves A Lover,Doris Day,19,6,19,08/04/58,
1958-09-08,19,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,13,6,6,08/04/58,
1958-09-08,20,Stupid Cupid,Connie Francis,25,6,72,08/04/58,
1958-09-08,21,When,Kalin Twins,8,6,5,08/04/58,
1958-09-08,22,Devoted To You,The Everly Brothers,21,5,43,08/11/58,
1958-09-08,23,Down The Aisle Of Love,The Quin-Tones,43,4,91,08/18/58,
1958-09-08,24,If Dreams Came True,Pat Boone,23,6,14,08/04/58,
1958-09-08,25,Near You,Roger Williams,55,4,67,08/18/58,
1958-09-08,26,La Paloma,Billy Vaughn And His Orchestra,31,5,92,08/11/58,
1958-09-08,27,Lazy Summer Night,The Four Preps,38,4,71,08/18/58,
1958-09-08,28,Susie Darlin',Robin Luke,29,5,42,08/11/58,
1958-09-08,29,Moon Talk,Perry Como,30,6,37,08/04/58,
1958-09-08,30,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,58,3,62,08/25/58,
1958-09-08,31,Summertime Blues,Eddie Cochran,20,6,84,08/04/58,
1958-09-08,32,One Summer Night,The Danleers,35,6,16,08/04/58,
1958-09-08,33,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,28,6,38,08/04/58,
1958-09-08,34,Chantilly Lace,Big Bopper,40,6,31,08/04/58,
1958-09-08,35,Win Your Love For Me,Sam Cooke,41,6,74,08/04/58,
1958-09-08,36,Itchy Twitchy Feeling,Bobby Hendricks,32,6,61,08/04/58,
1958-09-08,37,A Certain Smile,Johnny Mathis,34,6,22,08/04/58,
1958-09-08,38,Early In The Morning,The Rinky-Dinks,33,6,52,08/04/58,
1958-09-08,39,She Was Only Seventeen (He Was One Year More),Marty Robbins,39,6,94,08/04/58,
1958-09-08,40,Put A Ring On My Finger,Les Paul And Mary Ford,49,4,95,08/18/58,
1958-09-08,41,Come Closer To Me (Acercate Mas),Nat King Cole,46,6,53,08/04/58,
1958-09-08,42,Dance Everyone Dance,Betty Madigan,62,4,88,08/18/58,
1958-09-08,43,No One Knows,Dion & The Belmonts,84,3,95,08/25/58,
1958-09-08,44,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,74,2,74,09/01/58,
1958-09-08,45,Splish Splash,Bobby Darin,18,6,3,08/04/58,
1958-09-08,46,You Cheated,The Shields,69,3,94,08/25/58,
1958-09-08,47,Early In The Morning,Buddy Holly,36,6,41,08/04/58,
1958-09-08,48,"Summertime, Summertime",The Jamies,57,4,74,08/18/58,
1958-09-08,49,Blue Blue Day,Don Gibson,52,6,32,08/04/58,
1958-09-08,50,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,44,6,78,08/04/58,
1958-09-08,51,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,53,3,91,08/25/58,
1958-09-08,52,Carol,Chuck Berry,56,3,57,08/25/58,
1958-09-08,53,Over And Over,Bobby Day,47,6,60,08/04/58,
1958-09-08,54,The Wizard,Jimmie Rodgers,45,5,85,08/11/58,
1958-09-08,55,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,27,6,13,08/04/58,
1958-09-08,56,Hard Headed Woman,Elvis Presley With The Jordanaires,26,6,4,08/04/58,
1958-09-08,57,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,54,6,21,08/04/58,
1958-09-08,58,How The Time Flies,Jerry Wallace,50,4,52,08/18/58,
1958-09-08,59,The Green Mosquito,The Tune Rockers,60,3,78,08/25/58,
1958-09-08,60,Think It Over,The Crickets,42,6,27,08/04/58,
1958-09-08,61,My Life,Chuck Willis,65,4,90,08/18/58,
1958-09-08,62,Cerveza,Boots Brown And His Blockbusters,63,5,88,08/11/58,
1958-09-08,63,Gotta Have Rain,Eydie Gorme,64,6,74,08/04/58,
1958-09-08,64,Enchanted Island,The Four Lads,71,6,29,08/04/58,
1958-09-08,65,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,59,6,50,08/04/58,
1958-09-08,66,Topsy II,Cozy Cole,81,3,82,08/25/58,
1958-09-08,67,Chariot Rock,The Champs,67,5,95,08/11/58,
1958-09-08,68,"Promise Me, Love",Andy Williams,79,2,79,09/01/58,
1958-09-08,69,Treasure Of Your Love,Eileen Rodgers,86,3,100,08/25/58,
1958-09-08,70,La-Do-Dada,Dale Hawkins,98,2,98,09/01/58,
1958-09-08,71,City Lights,Ray Price,72,3,72,08/25/58,
1958-09-08,72,Your Cheatin' Heart,George Hamilton IV,NEW,1,72,09/08/58,
1958-09-08,73,What Am I Living For,Chuck Willis,51,6,25,08/04/58,
1958-09-08,74,Yakety Yak,The Coasters,37,6,7,08/04/58,
1958-09-08,75,When Will I Know,George Hamilton IV,68,3,65,08/25/58,
1958-09-08,76,Where The Blue Of The Night,Tommy Mara,77,3,98,08/18/58,
1958-09-08,77,Please Don't Do It,Dale Wright And The Wright Guys With the Dons,85,2,85,09/01/58,
1958-09-08,78,Blue Boy,Jim Reeves,RE,5,89,08/04/58,
1958-09-08,79,Alone With You,Faron Young,RE,4,51,08/11/58,
1958-09-08,80,Kathy-O,The Diamonds,61,6,45,08/04/58,
1958-09-08,81,Up Until Now,Johnnie Ray,97,2,97,09/01/58,
1958-09-08,82,Count Every Star,The Rivieras,73,3,74,08/25/58,
1958-09-08,83,Strange Are The Ways Of Love,Gogi Grant,83,3,80,08/25/58,
1958-09-08,84,Week End,The Kingsmen,96,2,96,09/01/58,
1958-09-08,85,I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano,NEW,1,85,09/08/58,
1958-09-08,86,That's How Much I Love You,Pat Boone,87,6,39,08/04/58,
1958-09-08,87,Over The Weekend,The Playboys,93,2,93,09/01/58,
1958-09-08,88,Firefly,Tony Bennett,NEW,1,88,09/08/58,
1958-09-08,89,Blue Ribbon Baby,Tommy Sands And The Raiders,94,2,94,09/01/58,
1958-09-08,90,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,91,5,73,08/04/58,
1958-09-08,91,You're A Sweetheart,Little Willie John,RE,4,84,08/11/58,
1958-09-08,92,Invitation To The Blues,Ray Price,NEW,1,92,09/08/58,
1958-09-08,93,Guess I've Been Around Too Long,Carl Smith,NEW,1,93,09/08/58,
1958-09-08,94,Yes I Want You,Ivory Joe Hunter,NEW,1,94,09/08/58,
1958-09-08,95,The Ballad Of Thunder Road,Robert Mitchum,NEW,1,95,09/08/58,
1958-09-08,96,My Lucky Love,Doug Franklin With The Bluenotes,NEW,1,96,09/08/58,
1958-09-08,97,Endless Sleep,Jody Reynolds,92,6,17,08/04/58,
1958-09-08,98,Leroy,Jack Scott,89,5,56,08/04/58,
1958-09-08,99,Angel Baby,Dean Martin,88,6,30,08/04/58,
1958-09-08,100,The Freeze,Tony And Joe,76,6,33,08/04/58,
1958-09-15,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,1,7,54,08/04/58,
1958-09-15,2,Bird Dog,The Everly Brothers,3,7,92,08/04/58,
1958-09-15,3,Little Star,The Elegants,2,7,18,08/04/58,
1958-09-15,4,It's All In The Game,Tommy Edwards,11,5,96,08/18/58,
1958-09-15,5,Just A Dream,Jimmy Clanton And His Rockets,4,7,12,08/04/58,
1958-09-15,6,Rock-in Robin,Bobby Day,8,7,35,08/04/58,
1958-09-15,7,Born Too Late,Poni-Tails,14,7,26,08/04/58,
1958-09-15,8,Western Movies,The Olympics,10,7,23,08/04/58,
1958-09-15,9,Tears On My Pillow,Little Anthony And The Imperials,13,6,73,08/11/58,
1958-09-15,10,Susie Darlin',Robin Luke,28,6,42,08/11/58,
1958-09-15,11,Patricia,Perez Prado And His Orchestra,5,7,2,08/04/58,
1958-09-15,12,My True Love,Jack Scott,7,7,8,08/04/58,
1958-09-15,13,Poor Little Fool,Ricky Nelson,6,7,1,08/04/58,
1958-09-15,14,Devoted To You,The Everly Brothers,22,6,43,08/11/58,
1958-09-15,15,Are You Really Mine,Jimmie Rodgers,16,7,93,08/04/58,
1958-09-15,16,Summertime Blues,Eddie Cochran,31,7,84,08/04/58,
1958-09-15,17,Ginger Bread,Frankie Avalon,9,7,11,08/04/58,
1958-09-15,18,Stupid Cupid,Connie Francis,20,7,72,08/04/58,
1958-09-15,19,Everybody Loves A Lover,Doris Day,18,7,19,08/04/58,
1958-09-15,20,Down The Aisle Of Love,The Quin-Tones,23,5,91,08/18/58,
1958-09-15,21,Volare (Nel Blu Dipinto Di Blu),Dean Martin,15,7,68,08/04/58,
1958-09-15,22,Fever,Peggy Lee,12,7,10,08/04/58,
1958-09-15,23,Lazy Summer Night,The Four Preps,27,5,71,08/18/58,
1958-09-15,24,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two,30,4,62,08/25/58,
1958-09-15,25,How The Time Flies,Jerry Wallace,58,5,52,08/18/58,
1958-09-15,26,Near You,Roger Williams,25,5,67,08/18/58,
1958-09-15,27,She Was Only Seventeen (He Was One Year More),Marty Robbins,39,7,94,08/04/58,
1958-09-15,28,Ramrod,Duane Eddy His Twangy Guitar And The Rebels,51,4,91,08/25/58,
1958-09-15,29,Carol,Chuck Berry,52,4,57,08/25/58,
1958-09-15,30,"Summertime, Summertime",The Jamies,48,5,74,08/18/58,
1958-09-15,31,Tea For Two Cha Cha,The Tommy Dorsey Orchestra,44,3,74,09/01/58,
1958-09-15,32,Willie And The Hand Jive,The Johnny Otis Show,17,7,9,08/04/58,
1958-09-15,33,You Cheated,The Shields,46,4,94,08/25/58,
1958-09-15,34,Dance Everyone Dance,Betty Madigan,42,5,88,08/18/58,
1958-09-15,35,Chantilly Lace,Big Bopper,34,7,31,08/04/58,
1958-09-15,36,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,33,7,38,08/04/58,
1958-09-15,37,No One Knows,Dion & The Belmonts,43,4,95,08/25/58,
1958-09-15,38,Put A Ring On My Finger,Les Paul And Mary Ford,40,5,95,08/18/58,
1958-09-15,39,Win Your Love For Me,Sam Cooke,35,7,74,08/04/58,
1958-09-15,40,When,Kalin Twins,21,7,5,08/04/58,
1958-09-15,41,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,19,7,6,08/04/58,
1958-09-15,42,La Paloma,Billy Vaughn And His Orchestra,26,6,92,08/11/58,
1958-09-15,43,One Summer Night,The Danleers,32,7,16,08/04/58,
1958-09-15,44,Firefly,Tony Bennett,88,2,88,09/08/58,
1958-09-15,45,The Wizard,Jimmie Rodgers,54,6,85,08/11/58,
1958-09-15,46,Moon Talk,Perry Como,29,7,37,08/04/58,
1958-09-15,47,Itchy Twitchy Feeling,Bobby Hendricks,36,7,61,08/04/58,
1958-09-15,48,The Green Mosquito,The Tune Rockers,59,4,78,08/25/58,
1958-09-15,49,"Promise Me, Love",Andy Williams,68,3,79,09/01/58,
1958-09-15,50,Topsy II,Cozy Cole,66,4,82,08/25/58,
1958-09-15,51,Come Closer To Me (Acercate Mas),Nat King Cole,41,7,53,08/04/58,
1958-09-15,52,Early In The Morning,Buddy Holly,47,7,41,08/04/58,
1958-09-15,53,A Certain Smile,Johnny Mathis,37,7,22,08/04/58,
1958-09-15,54,Treasure Of Your Love,Eileen Rodgers,69,4,100,08/25/58,
1958-09-15,55,If Dreams Came True,Pat Boone,24,7,14,08/04/58,
1958-09-15,56,My Life,Chuck Willis,61,5,90,08/18/58,
1958-09-15,57,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,50,7,78,08/04/58,
1958-09-15,58,Splish Splash,Bobby Darin,45,7,3,08/04/58,
1958-09-15,59,Ten Commandments Of Love,Harvey & The Moonglows,NEW,1,59,09/15/58,
1958-09-15,60,Over And Over,Bobby Day,53,7,60,08/04/58,
1958-09-15,61,There Goes My Heart,Joni James,NEW,1,61,09/15/58,
1958-09-15,62,Over The Weekend,The Playboys,87,3,93,09/01/58,
1958-09-15,63,La-Do-Dada,Dale Hawkins,70,3,98,09/01/58,
1958-09-15,64,Blue Blue Day,Don Gibson,49,7,32,08/04/58,
1958-09-15,65,It's Only Make Believe,Conway Twitty,NEW,1,65,09/15/58,
1958-09-15,66,Cerveza,Boots Brown And His Blockbusters,62,6,88,08/11/58,
1958-09-15,67,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,65,7,50,08/04/58,
1958-09-15,68,Think It Over,The Crickets,60,7,27,08/04/58,
1958-09-15,69,Early In The Morning,The Rinky-Dinks,38,7,52,08/04/58,
1958-09-15,70,The Secret,Gordon MacRae,NEW,1,70,09/15/58,
1958-09-15,71,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,55,7,13,08/04/58,
1958-09-15,72,Baby Face,Little Richard,NEW,1,72,09/15/58,
1958-09-15,73,Break-Up,Jerry Lee Lewis And His Pumping Piano,NEW,1,73,09/15/58,
1958-09-15,74,Blue Ribbon Baby,Tommy Sands And The Raiders,89,3,94,09/01/58,
1958-09-15,75,My Lucky Love,Doug Franklin With The Bluenotes,96,2,96,09/08/58,
1958-09-15,76,Mexican Hat Rock,The Applejacks,NEW,1,76,09/15/58,
